electronics.smartphone,1159966
electronics.audio.headphone,131133
electronics.video.tv,106467
appliances.kitchen.washer,70287
electronics.clocks,69289
appliances.environment.vacuum,64836
computers.notebook,59097
appliances.kitchen.refrigerators,52102
apparel.shoes,40074
electronics.tablet,22286
