samsung,161791
apple,127252
xiaomi,48553
huawei,21636
oppo,15080
meizu,2084
vivo,1914
honor,699
nokia,654
tp-link,560
oneplus,545
sony,458
inoi,203
prestigio,188
,155
umi,146
zte,112
lg,102
bq,96
tecno,86
haier,72
doogee,55
htc,44
google,36
fly,29
jinga,27
blackberry,21
asus,13
gionee,9
nubia,9
irbis,8
texet,6
philips,2
lenovo,2
